cluster_id,cluster_name,n_pairs,mean_ppi_score,mean_abs_eps,frac_pos_gi,frac_neg_gi,spearman_r,spearman_p
605,ATG5/ATG16,1,4.0,0.06425,1.0,0.0,nan,nan
547,MGR3/ARO8,1,4.0,0.06075,0.0,1.0,nan,nan
288,VPS20/TNA1/PTR2,1,2.0,0.0364,0.0,1.0,nan,nan
543,AEP1/AEP2,1,10.0,0.2588,1.0,0.0,nan,nan
82,YGL140C/FMP40/PUS7,1,2.0,0.0158,1.0,0.0,nan,nan
121,MRX6/PET20/PIM1,1,4.0,0.0552,1.0,0.0,nan,nan
244,ANY1/STE13/TMN2,1,2.0,0.042,0.0,1.0,nan,nan
599,YPL108W/DUS4,1,10.0,0.0463,1.0,0.0,nan,nan
374,YPR063C/PSY3/YNR021W,1,4.0,0.025549999999999996,0.0,1.0,nan,nan
62,YTA6/PMS1/MLH1,1,4.0,0.0341,1.0,0.0,nan,nan
169,STB1/YMR027W/CLB4,1,2.0,0.0465,1.0,0.0,nan,nan
589,PEX6/PEX1,1,10.0,0.1162,1.0,0.0,nan,nan
583,SPT23/MGA2,1,3.0,0.4714,0.0,1.0,nan,nan
320,RCY1/TIM44/SIT1,1,2.0,0.051,1.0,0.0,nan,nan
104,IRC20/ICL2/MDM38,1,4.0,0.019700000000000002,0.0,1.0,nan,nan
574,AMD1/YJL070C,1,10.0,0.09805,0.0,1.0,nan,nan
278,ITC1/DLS1/ISW2,1,4.0,0.0754,0.0,1.0,nan,nan
368,CTK1/CTK3/CTK2,1,10.0,0.0466,1.0,0.0,nan,nan
520,MLP2/CMI7,1,4.0,0.0625,0.0,1.0,nan,nan
114,MLC1/SHE3/MYO4,1,4.0,0.7256999999999999,0.0,1.0,nan,nan
335,WHI2/PSR1/VHS2,1,10.0,0.052899999999999996,0.0,1.0,nan,nan
572,SLM1/SLM2,1,3.0,0.20090000000000002,0.0,1.0,nan,nan
67,CPR3/BEM4/LDS2,1,2.0,0.0692,0.0,1.0,nan,nan
